20,20,1,restart,,,,,,,,,,,,,,,,,,TTL(ms)
0bace500,dc0aff01,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,dc0aff02,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,dc0aff03,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,dc0aff04,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,dc0aff05,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,dc0aff06,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,dc0aff07,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,dc0aff08,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,dc0aff09,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,dc0aff10,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,dc0aff11,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,dc0aff12,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,dc0aff13,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,dc0aff14,0bace515,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,dc0aff15,0bace516,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,dc0aff16,0bace517,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,dc0aff17,0bace518,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,dc0aff18,0bace519,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,dc0aff19,0bace520,3000
0bace500,0bace501,0bace502,0bace503,0bace504,0bace505,0bace506,0bace507,0bace508,0bace509,0bace510,0bace511,0bace512,0bace513,0bace514,0bace515,0bace516,0bace517,0bace518,0bace519,dc0aff20,3000
